Name,Customer Company,Sales Telephone (Cell),Sales Telephone (Office),Customer Phone,Customer,"Sales Office Address, City, State, and Zip","Customer Address, City, State, and Zip",Order Dollar Amount,Order Date,Order Time,Sales Rep ID, 
Julian Cothran,Big Belly Burger,+1 (836) 216-5582,    (205) 695-4827,    (350) 555-7136,diane blake,"8318 washington place north, tempe, AZ 85281","    640 hillcrest avenue, glen ellyn, il 60137",144633,20181907,11:46 PM,5,
Margret Johns,Ace Tomato Company,+1 (524) 339-6945,    (387) 772-7000,    (290) 505-2720,ryan vance,"5485 lincoln road east, salinas, ca 93901","    111 lake avenue, sewell, nj 08080",134923,20180105,4:58 AM,5,
Ofelia Talbert,Buy and Large Corporation,+1 (410) 356-9298,    (905) 400-0826,    (918) 655-8969,dorothy turner,"7073 view court north, cape coral, FL 33904","    561 eagle street, franklin, ma 02038",123478,20182406,2:24 PM,3,
Meagan Morley,The Hanso Foundation,+1 (914) 028-9279,    (224) 427-2365,    (560) 747-6134,faith tucker,"415 third alley south, plano, tx 75023","    35 sycamore street, hackensack, nj 07601",163203,9/11/2018,1:23 AM,3,
Maudie Eckert,Sudden Pacific Railroad,+1 (194) 432-8013,    (149) 345-1762,    (259) 313-9609,bella glover,"8909 union avenue nw, stamford, CT 06901","    270 summit street, prior lake, mn 55372",132490,20180812,1:26 AM,5,
Bryana Troutman,Gadgetron,+1 (876) 786-5896,    (246) 324-2175,    (620) 293-8657,bella harris,"6687 washington street sw, alexandria, VA 22301","    595 mill street, randallstown, md 21133",144078,20183103,8:09 PM,3,
Lois Sena,The Hanso Foundation,+1 (766) 910-1395,    (283) 502-8958,    (264) 533-1075,amelia sharp,"3055 ninth boulevard sw, stockton, ca 95202","    47 york road, lowell, ma 01851",151361,20180403,6:43 AM,2,
Adell Escobar,Shinra Electric Power Company,+1 (408) 927-8332,    (930) 275-4388,    (506) 445-8743,amanda jones,"1669 park loop, laredo, tx 78040","    320 woodland drive, toms river, nj 08753",133017,20182101,7:20 AM,1,
Monroe Frierson,Thrift Bank,+1 (412) 723-8340,    (414) 771-6707,    (138) 545-9629,nicholas wilkins,"250 oak crescent east, albuquerque, NM 87102","    988 east avenue, myrtle beach, sc 29577",172858,20180109,3:21 PM,3,
Silvia Bowie,Chez Quis,+1 (801) 692-5814,    (170) 828-7627,    (675) 912-9303,michelle coleman,"1223 pine court, bakersfield, ca 93301","    286 king street, fort lauderdale, fl 33308",126190,20182104,9:32 AM,3,
Angeni Lew,Chez Quis,+1 (415) 844-4531,    (934) 144-9748,    (560) 933-9254,sarah bell,"167 lincoln boulevard west, pueblo, CO 81001","    25 myrtle avenue, pawtucket, ri 02860",114029,8/5/2018,10:12 PM,8,
camryn Musgrove,Oceanic Airlines,+1 (875) 052-6304,    (460) 857-8250,    (117) 723-2544,penelope marshall,"6614 view alley, peoria, AZ 85345","    314 cleveland avenue, wakefield, ma 01880",134246,10/8/2018,3:19 AM,5,
Kiri Vigil,Gizmonic Institute,+1 (255) 238-9083,    (725) 197-9336,    (350) 680-9053,pippa stewart,"4644 third row, orange, ca 92665","    816 clay street, new milford, ct 06776",109714,3/3/2018,2:19 AM,2,
Lizzie Gaddis,Petrox Oil Company,+1 (480) 698-1813,    (759) 337-9215,    (447) 923-6454,eric hunter,"8490 ninth row se, st. petersburg, FL 33701","    839 court street, cranford, nj 07016",172703,20180303,4:07 PM,8,
Coleman Stapleton,MARS Industries,+1 (509) 633-6250,    (170) 770-9030,    (877) 755-8916,amelia watson,"7545 eighth freeway west, wichita, KS 67202","    994 orange street, baton rouge, la 70806",107095,20182905,2:51 AM,2,
Kala Saylor,Monks Diner,+1 (490) 566-7649,    (931) 458-7405,    (889) 383-5866,joanne vaughan,"3154 elm circle, pueblo, CO 81001","    170 washington street, greensboro, nc 27405",110001,20180309,12:27 AM,5,
Bina Edwards,Corellian Engineering Corporation,+1 (575) 857-0584,    (563) 988-9031,    (137) 103-8194,amanda abraham,"9016 adams loop sw, elk grove, ca 95624","    870 6th street west, hastings, mn 55033",102461,9/16/2018,10:48 AM,3,
Evangelina Cooke,The Drunken Clam,+1 (748) 487-7806,    (474) 988-7752,    (608) 841-4952,lily alsop,"1095 central drive, clarksville, TN 37040","    802 country club road, manassas, va 20109",107139,20182802,4:02 AM,3,
Nira Tijerina,OmniCo,+1 (561) 675-6527,    (918) 512-4075,    (676) 505-0408,harry rees,"2226 fifth park south, laredo, tx 78040","    915 garfield avenue, salisbury, md 21801",105115,7/21/2018,3:27 PM,3,
Cyra Bartholomew,Input Inc.,+1 (697) 820-1168,    (954) 596-2499,    (278) 791-3710,karen morgan,"1939 pine park, anchorage, AK 99501","    532 mill road, fresno, ca 93706",136886,20182107,3:21 AM,2,
Tamera Pickering,Input Inc.,+1 (918) 380-5848,    (817) 635-5940,    (711) 847-5198,christopher macdonald,"5090 church cove, high point, NC 27260","    561 cedar lane, longview, tx 75604",170775,20180211,8:29 AM,6,
Lovie Mcclain,Bad Wolf Corporation,+1 (642) 141-5724,    (801) 290-8064,    (529) 526-4858,christopher hunter,"5834 chestnut way se, columbus, GA 31901","    964 ivy lane, ormond beach, fl 32174",156284,20181807,4:45 PM,5,
Nizana Ralston,Leeding Engines Ltd.,+1 (680) 582-8863,    (459) 336-2994,    (756) 378-2739,michelle abraham,"2838 sixth lane west, corpus christi, tx 78401","    396 maple avenue, miami, fl 33125",100926,20180903,5:52 PM,6,
Gabriella Muller,TranCon Airways,+1 (885) 342-0477,    (969) 293-5887,    (615) 775-2865,christopher clark,"1695 washington lane south, elk grove, ca 95624","    566 hamilton road, north canton, oh 44720",132981,6/28/2018,12:13 PM,2,
Elisha Robinson,Columbia Airlines,+1 (389) 932-7893,    (988) 838-0818,    (512) 249-8935,lauren white,"4144 grove boulevard south, boise, ID 83702","    225 inverness drive, wheeling, wv 26003",125873,20181602,10:14 PM,2,
Everley Bonilla,Oceanic Airlines,+1 (192) 748-7233,    (126) 845-1290,    (779) 839-6224,anna turner,"5615 main freeway, oxnard, ca 93030","    513 8th street west, manassas, va 20109",173073,20180211,1:35 AM,4,
Lafayette Lavoie,Powell Motors,+1 (055) 729-3877,    (377) 750-9768,    (980) 701-1255,eric gray,"2635 broad alley, hollywood, FL 33019","    203 walnut street, hamden, ct 06514",161433,20182603,6:13 PM,5,
Nizana Samuel,Thrift Bank,+1 (305) 064-6971,    (841) 910-2937,    (160) 355-1533,joan randall,"7160 hill court, green bay, WI 54302","    391 forest street, danville, va 24540",103003,20181812,7:56 AM,1,
Keanu Coombs,Zevo Toys,+1 (753) 648-9590,    (145) 799-0437,    (751) 500-8799,trevor howard,"5515 union alley, lubbock, tx 79401","    876 railroad avenue, greer, sc 29650",138985,4/1/2018,8:13 AM,7,
Agila Kelly,Chez Quis,+1 (476) 269-7956,    (758) 812-5329,    (726) 215-5430,carolyn gray,"2232 main loop ne, lincoln, NE 68502","    568 summit avenue, philadelphia, pa 19111",106452,3/11/2018,6:16 AM,7,
Jaunita Money,Vandelay Industries,+1 (684) 051-5401,    (166) 622-0126,    (538) 788-1562,penelope james,"5705 spring way north, augusta, GA 30901","    834 linden street, dunedin, fl 34698",152257,20181103,5:21 AM,4,
Shaun Sams,Incom Corporation,+1 (244) 807-5305,    (989) 720-8414,    (477) 877-8536,lisa burgess,"9559 main park east, tampa, FL 33602","    437 creekside drive, bristol, ct 06010",150964,20182911,5:47 PM,4,
Jessenia Guy,Allied Biscuit,+1 (805) 589-6006,    (352) 504-2751,    (829) 615-7398,elizabeth poole,"2935 main road, boston, MA 02108","    862 laurel lane, massapequa, ny 11758",135696,20182706,10:37 PM,3,
Rosella Mireles,Contoso Corporation,+1 (910) 639-4188,    (958) 113-6875,    (382) 881-3091,edward grant,"6200 cedar crescent, arlington, tx 76006","    213 spring street, jacksonville beach, fl 32250",176709,20180203,6:52 AM,5,
Blanche Gallant,Plow King,+1 (368) 089-9074,    (523) 303-2121,    (859) 404-4603,amelia allan,"9976 hill freeway, indianapolis, IN 46201","    251 3rd street north, bismarck, nd 58501",102794,20180103,1:27 AM,3,
Kairos Lees,Mainway Toys,+1 (448) 026-1347,    (120) 549-5668,    (665) 568-2113,liam king,"6504 elm park se, jersey city, NJ 07302","    73 canterbury drive, cordova, tn 38016",133495,20182008,2:18 AM,3,
caresse Almeida,Sombra Corporation,+1 (969) 913-9250,    (986) 583-1263,    (159) 726-1478,pippa reid,"136 elm terrace south, erie, PA 16501","    138 route 10, ada, ok 74820",102497,9/29/2018,12:20 PM,3,
Feng Lockett,Powell Motors,+1 (800) 131-2118,    (842) 755-3345,    (119) 493-8496,madeleine martin,"872 market boulevard sw, new haven, CT 06510","    620 harrison avenue, urbandale, ia 50322",155618,20182401,4:02 AM,8,
Kingsley Hein,Keedsler Motors,+1 (937) 288-3437,    (435) 289-9541,    (914) 458-9465,chloe kerr,"4401 sixth cove, worcester, MA 01602","    207 cleveland street, covington, ga 30014",155306,20180210,12:09 AM,3,
Kenton Burley,Energy Corporation,+1 (793) 777-2657,    (241) 244-6309,    (511) 106-7386,nathan tucker,"8089 park street, riverside, ca 92501","    398 beech street, largo, fl 33771",120844,12/5/2018,1:49 PM,8,
Rodrigo White,Three Waters,+1 (167) 299-5816,    (863) 805-4930,    (706) 635-0725,jasmine murray,"6335 maple alley, tempe, AZ 85281","    969 oxford road, willoughby, oh 44094",114540,20180512,4:11 AM,3,
Alisha Olvera,Zorin Industries,+1 (135) 962-9544,    (182) 549-9581,    (679) 685-0465,deirdre randall,"698 washington crescent, salinas, ca 93901","    851 oak avenue, portland, me 04103",130937,20182404,12:09 AM,8,
Jerome Dunham,Flowers By Irene,+1 (739) 541-3522,    (723) 810-5270,    (645) 400-8319,vanessa kelly,"92 sixth avenue se, pasadena, ca 91101","    905 smith street, pataskala, oh 43062",119160,20182109,12:40 AM,5,
Ethelyn Witt,Osato Chemicals,+1 (207) 968-1456,    (257) 685-2455,    (650) 643-6744,olivia blake,"6384 fifth street, spokane, WA 99201","    530 laurel street, boston, ma 02127",112343,6/1/2018,6:26 AM,3,
Jamuna Heath,Energy Corporation,+1 (918) 620-6425,    (127) 405-3259,    (781) 836-9516,amanda sutherland,"9633 water road, durham, NC 27701","    417 ridge road, aberdeen, sd 57401",124429,20180106,10:04 PM,6,
Pierre Marvin,Sto Plains Holdings,+1 (635) 161-0098,    (548) 244-1504,    (756) 553-2060,sam welch,"3987 water circle, provo, UT 84601","    76 12th street, bloomfield, nj 07003",160348,20180207,10:49 PM,5,
Emera carey,Allied Biscuit,+1 (373) 992-6950,    (200) 812-5600,    (712) 384-1976,caroline turner,"9146 valley lane east, norfolk, VA 23502","    947 lafayette street, hope mills, nc 28348",143186,1/26/2018,12:10 AM,5,
Hamal Taylor,NorthAm Robotics,+1 (840) 832-0088,    (511) 482-6613,    (815) 987-3756,wanda rampling,"6908 valley way nw, sacramento, ca 95814","    667 sunset drive, hickory, nc 28601",141477,20181806,8:22 AM,1,
Verle Dempsey,Virtucon,+1 (709) 860-8372,    (864) 932-7750,    (998) 431-6711,ruth ogden,"2305 cedar loop, clarksville, TN 37040","    85 carriage drive, woonsocket, ri 02895",176497,10/2/2018,3:36 AM,2,
Kalyca Mello,Curious Goods,+1 (051) 665-9957,    (237) 863-6274,    (700) 617-1659,maria abraham,"4314 chestnut lane nw, houston, tx 77002","    906 route 64, basking ridge, nj 07920",127811,20180210,5:31 AM,3,
Andrew Ocampo,InGen Corporation,+1 (671) 077-2526,    (543) 510-0979,    (324) 763-3618,ian peters,"9853 ninth street, concord, ca 94518","    227 state street, eden prairie, mn 55347",103712,20180401,1:26 AM,3,
Raina Maddox,Petrox Oil Company,+1 (490) 668-8993,    (323) 478-1533,    (172) 807-7239,paul sanderson,"6210 jefferson loop ne, columbia, MO 65201","    999 orchard street, orland park, il 60462",152744,4/23/2018,8:51 AM,8,
Alohilani Ornelas,U.S. Robotics and Mechanical Men,+1 (592) 294-0368,    (295) 226-3034,    (620) 681-3320,adam hart,"8599 hill road west, pasadena, tx 77502","    224 2nd street north, point pleasant beach, nj 08742",170019,4/15/2018,11:54 PM,1,
Iseult Charlton,InGen Corporation,+1 (706) 689-7068,    (208) 488-3668,    (586) 875-3693,boris hodges,"6424 oak crescent sw, pasadena, tx 77502","    537 orchard lane, hanover park, il 60133",110922,20181504,3:21 PM,3,
Brook Mendoza,PediaCorp,+1 (939) 819-1327,    (665) 899-5593,    (738) 289-5754,maria hill,"1971 park street east, chicago, IL 60601","    854 pine street, fresh meadows, ny 11365",121207,20181412,1:30 AM,3,
Franklin Dugas,Queen Industries,+1 (269) 821-7180,    (299) 149-5246,    (406) 928-7141,jane smith,"2557 valley boulevard, baton rouge, LA 70801","    433 oak street, doylestown, pa 18901",144761,4/30/2019,2:49 AM,8,
Emanuel Deloach,Roboto Industries,+1 (056) 899-9881,    (881) 147-2547,    (195) 985-5514,gavin may,"3378 hill place north, temecula, ca 92590","    276 6th street north, carrollton, ga 30117",127793,20191508,9:53 PM,2,
Eris Silverman,QWERTY Logistics,+1 (297) 331-2864,    (736) 629-4381,    (810) 603-8682,jane duncan,"8545 seventh row south, richmond, ca 94801","    420 madison street, valparaiso, in 46383",145944,20190410,3:24 AM,1,
Kristal Teeter,123 Warehousing,+1 (434) 387-0301,    (741) 288-2646,    (758) 298-5547,jan mackay,"3340 union freeway, murfreesboro, TN 37129","    454 homestead drive, leesburg, va 20175",134219,20192505,8:57 PM,6,
Ahmad Schindler,Oceanic Airlines,+1 (532) 919-5186,    (585) 264-7267,    (446) 721-3619,leonard jones,"3736 park drive, rockford, IL 61101","    209 front street south, bedford, oh 44146",104735,5/16/2019,2:54 PM,3,
Joanna Proctor,Videlectrix,+1 (123) 038-2988,    (174) 719-4171,    (671) 394-7497,joseph arnold,"628 cherry road, riverside, ca 92501","    661 grove street, willoughby, oh 44094",107732,20192007,11:52 AM,2,
Kirima calabrese,Virtucon,+1 (939) 432-6481,    (894) 535-7902,    (514) 700-5830,edward tucker,"2028 central way se, santa ana, ca 92701","    975 andover court, parkersburg, wv 26101",153968,20190904,7:13 AM,5,
Hans Sherwood,TriOptimum Corporation,+1 (102) 876-8358,    (771) 666-8237,    (361) 815-9282,andrew stewart,"4939 first terrace, high point, NC 27260","    863 buttonwood drive, new kensington, pa 15068",121309,6/7/2019,5:04 PM,3,
Tom Riggins,Trans Continental Airlines,+1 (042) 356-0552,    (832) 628-1177,    (757) 725-3007,lisa butler,"3426 second row south, port saint lucie, FL 34952","    734 holly drive, orange, nj 07050",125456,20192501,2:26 PM,6,
Verle Sewell,Minuteman cafe,+1 (721) 370-6706,    (712) 355-7905,    (711) 246-5720,evan lewis,"7237 main row, ann arbor, MI 48103","    708 lafayette street, olney, md 20832",134541,20193007,1:18 PM,5,
Roxana Devries,Atlantic Corporation,+1 (464) 686-1482,    (425) 706-9495,    (990) 553-5408,trevor may,"1914 union parkway, independence, MO 64050","    671 hawthorne lane, centereach, ny 11720",123275,20190803,5:02 PM,6,
Blaze Pace,Federation World Airlines,+1 (561) 368-4967,    (854) 603-3866,    (504) 613-6427,alexander black,"9121 lincoln terrace north, sacramento, ca 95814","    255 ridge street, dundalk, md 21222",173248,5/19/2019,7:21 AM,2,
Joanna Tharp,Rossum Corporation,+1 (397) 028-5789,    (198) 964-5179,    (178) 925-3368,diana jones,"4494 market parkway east, orlando, FL 32801","    36 howard street, edison, nj 08817",194384,20190502,10:57 PM,7,
Eydie Leggett,General Services Corporation,+1 (284) 033-3849,    (463) 513-7259,    (626) 359-4236,diana black,"7051 union terrace, dallas, tx 75201","    462 holly court, cleveland, tn 37312",138013,7/10/2019,1:36 AM,3,
Kamana Boyles,Chez Quis,+1 (965) 999-5070,    (292) 683-1487,    (293) 960-5916,jacob berry,"5728 third row, portland, OR 97201","    822 lexington drive, holyoke, ma 01040",142049,20192407,8:56 PM,8,
Nariko Hylton,Kumatsu Motors,+1 (339) 222-1244,    (862) 846-3873,    (143) 304-7628,rose scott,"1980 central freeway sw, cleveland, OH 44102","    402 4th street north, fairmont, wv 26554",183118,20191306,4:33 PM,6,
Lehana Spangler,U.S. Robotics and Mechanical Men,+1 (699) 315-8849,    (824) 581-0074,    (330) 913-5326,jessica pullman,"995 park freeway ne, san antonio, tx 78202","    602 atlantic avenue, waterloo, ia 50701",124018,8/20/2019,8:17 AM,1,
Neva Conn,United Robotronics,+1 (612) 056-0365,    (609) 515-0258,    (717) 591-3853,benjamin churchill,"3119 washington way ne, columbus, OH 43201","    529 pin oak drive, tewksbury, ma 01876",200615,20191206,12:24 AM,3,
Rena Reaves,The Dot Grill,+1 (596) 099-9810,    (333) 927-4777,    (832) 271-8505,alison edmunds,"6184 view road north, miami, FL 33122","    507 college avenue, monroeville, pa 15146",112274,3/6/2019,11:48 PM,8,
Bager Salcido,Sudden Pacific Railroad,+1 (353) 620-3551,    (269) 996-1501,    (331) 916-5061,jason coleman,"4628 chestnut canal south, erie, PA 16501","    625 ivy lane, aliquippa, pa 15001",188802,20190603,8:48 PM,5,
Everett carson,Springfield Nuclear Power Plant,+1 (478) 318-6091,    (739) 500-5690,    (360) 673-0665,megan oliver,"7358 second place west, temecula, ca 92590","    75 bank street, harrisburg, pa 17109",105877,20192812,4:25 AM,3,
Beverlee Mcclure,Allied Biscuit,+1 (986) 039-5175,    (319) 525-6243,    (930) 410-4500,ella forsyth,"4906 first park sw, high point, NC 27260","    18 route 5, evans, ga 30809",124267,10/29/2019,4:06 AM,5,
Yazmin Unger,Quark Industries,+1 (617) 392-7848,    (886) 881-6739,    (313) 361-8416,amy clarkson,"8058 fourth road, akron, OH 44301","    805 circle drive, garden city, ny 11530",200203,6/26/2019,2:24 AM,2,
Mignon Hamby,Tessier-Ashpool,+1 (647) 370-9586,    (550) 928-6198,    (729) 758-8614,david ellison,"9321 chestnut row, indianapolis, IN 46201","    326 hanover court, marcus hook, pa 19061",127514,20193112,2:19 AM,3,
Devin Good,Petrox Oil Company,+1 (525) 068-2531,    (892) 252-6778,    (897) 164-2887,sebastian mcgrath,"106 oak crescent north, huntington beach, ca 92646","    343 route 17, thornton, co 80241",180817,4/5/2019,3:40 AM,3,
Kaydence Severson,canada World Airways,+1 (692) 076-7628,    (938) 384-9403,    (566) 682-7091,wanda gray,"2144 maple terrace east, virginia beach, VA 23451","    910 2nd street west, west islip, ny 11795",122089,20190504,7:00 PM,3,
Brad Halsey,Wallaby Airlines,+1 (376) 945-6984,    (957) 323-8122,    (583) 308-5578,sally arnold,"2376 lake way, arlington, tx 76006","    90 monroe street, carpentersville, il 60110",124503,20190905,3:55 PM,8,
Clementine Lear,Tessier-Ashpool,+1 (994) 630-5913,    (735) 504-8120,    (282) 827-6926,olivia watson,"338 ninth avenue, billings, MT 59101","    801 harrison street, akron, oh 44312",167458,20192110,3:11 AM,3,
camila Major,Sheinhardt Wig Company,+1 (788) 892-6843,    (974) 874-8799,    (454) 632-6242,jennifer jackson,"7213 water parkway, mcallen, tx 78501","    907 railroad street, villa park, il 60181",136902,20190802,2:53 PM,5,
Hollie Dill,Allied Biscuit,+1 (433) 497-3113,    (128) 565-1588,    (115) 619-1680,justin cameron,"6335 pine crescent se, augusta, GA 30901","    28 eagle road, medina, oh 44256",115884,3/13/2019,12:09 AM,3,
