Name,Company Name,Telephone,"Address, City, State, and Zip",Order Dollar Amount,Order Date,Order Time,Sales Rep ID,,
Lorna Baughman,Zorg Industries,+1 (995) 962-9604,"5615 seventh street ne, burbank, ca 91501","280,018",4/5/2020,5:30 PM,6,,
Anika Lin,Federation World Airlines,+1 (457) 929-3124,"904 church loop east, palm bay, FL 32905","250,242",6/23/2020,3:00 PM,5,,
Herrick Emery,United Fried Chicken,+1 (702) 105-6163,"6484 park place nw, sterling heights, MI 48310","231,659",10/26/2020,4:26 AM,7,,
Darian Head,Petrox Oil Company,+1 (612) 975-0230,"672 hill court, oxnard, ca 93030","183,238",8/11/2020,6:14 AM,1,,
Mara carrico,Big T Burgers and Fries,+1 (902) 881-0293,"5023 elm drive sw, gainesville, FL 32601","216,818",7/29/2020,11:54 PM,8,,
Jovanni Worrell,Flowers By Irene,+1 (523) 665-0568,"3097 valley avenue, fort worth, tx 76102","182,369",8/14/2020,1:18 PM,8,,
Josue Wetzel,Contoso Corporation,+1 (369) 154-0716,"8362 walnut boulevard, waco, tx 76701","269,199",9/14/2020,5:37 AM,8,,
Laurette Lawson,Western Gas & Electric,+1 (192) 146-5254,"7212 water canal south, moreno valley, ca 92553","211,825",9/9/2020,10:11 PM,5,,
Lilika Mccallister,Globex Corporation,+1 (103) 912-7955,"5117 jefferson loop west, anaheim, ca 92801","215,662",11/5/2020,11:48 AM,5,,
Ike Macon,Sample Company,+1 (391) 311-1186,"7384 walnut drive, nashville, TN 37201","277,060",5/5/2020,2:59 PM,3,,
Mariana Rossi,Ajax Corporation,+1 (931) 973-8432,"9615 spring cove, laredo, tx 78040","162,928",1/30/2020,3:13 PM,7,,
Jamila Mora,Trade Federation,+1 (936) 485-5422,"1799 lincoln terrace, milwaukee, WI 53202","247,262",3/2/2020,4:31 PM,1,,
Bradyn Oneill,Videlectrix,+1 (700) 924-0941,"6548 mill court sw, mcallen, tx 78501","225,320",6/25/2020,12:20 AM,4,,
Emerald carrington,Parrish Communications,+1 (244) 256-5246,"4783 third street east, syracuse, NY 13202","206,512",5/29/2020,10:06 AM,3,,
Judah Myrick,MARS Industries,+1 (746) 180-0204,"1498 maple crescent west, topeka, KS 66603","280,557",10/23/2020,6:32 PM,7,,
Afia Hager,Extensive Enterprise,+1 (765) 669-7314,"8648 broad freeway north, fayetteville, NC 28304","246,924",9/21/2020,2:49 AM,8,,
Victoria Newby,Sheinhardt Wig Company,+1 (659) 215-4675,"6303 broad row, richmond, VA 23219","240,356",11/13/2020,3:42 AM,3,,
Tiffanie Staton,Mainway Toys,+1 (143) 257-1854,"3114 washington drive, norfolk, VA 23502","274,961",2/11/2020,6:11 AM,8,,
Lois Rodrigue,The Drunken Clam,+1 (520) 344-8298,"7460 spring loop, glendale, AZ 85301","274,492",7/18/2020,5:07 PM,1,,
Ruby Holley,Southern Railway of Northern Ireland,+1 (185) 613-0334,"8595 lake canal, midland, tx 79701","255,058",12/17/2020,10:09 PM,1,,
Cortney Page,Praxis Corporation,+1 (310) 620-5314,"8556 pine road west, boise, ID 83702","37,255",1/30/2011,3:49 AM,3,,
Fabiola Jaeger,TetraCorp,+1 (959) 264-0438,"9961 maple crescent, new york, NY 10001","73,183",10/12/2011,10:51 AM,3,,
Neona Garay,Widget Corp,+1 (316) 745-9361,"4303 park cove, naperville, IL 60540","48,711",1/25/2012,11:02 PM,3,,
Staci Olds,Initech,+1 (763) 091-4049,"6746 first street sw, boston, MA 02108","53,347",1/14/2013,10:04 AM,3,,
Bud Sinclair,Megadodo Publications,+1 (544) 914-4960,"2603 main canal, vallejo, ca 94590","98,874",1/5/2014,3:34 PM,3,,
Mita Taggart,Uplink Corporation,+1 (866) 870-2956,"4742 oak court, allentown, PA 18101","147,518",7/23/2015,8:19 PM,3,,
Arlie Aponte,Wayne Enterprises,+1 (309) 534-7056,"3652 eighth cove, hampton, VA 23651","160,945",1/23/2016,7:22 PM,1,,
Justice Gilley,Globex Corporation,+1 (860) 342-7752,"8630 grove court nw, rancho cucamonga, ca 91730","149,329",11/7/2017,9:44 PM,1,,
Georgene Hancock,Contoso Corporation,+1 (696) 367-2253,"4668 seventh canal, memphis, TN 38103","125,898",8/19/2018,10:52 AM,7,,
Regan Seitz,NorthAm Robotics,+1 (848) 331-7602,"9044 park terrace se, flint, MI 48502","175,230",10/7/2019,5:17 PM,4,,
Chauncey Getz,Quantum Airlines,+1 (467) 447-7430,"8348 ninth lane se, aurora, IL 60504","183,436",11/26/2020,10:52 PM,2,,
